name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
Mott St.,0.0,"New Yorkers know Mott St. as the bustling artery in the heart of Chinatown, but to Chicagoans the name connotes something off the beaten path. Inside the low-slung, standalone red structure, a chicken wire-caged pantry is stocked with jars of red pepper, black vinegar, and other pungent edibles-all of which appear again in the food on your plate. Offerings at this hip haven crisscross the globe, melding diverse ingredients for an utterly unique dining experience. Shredded kohlrabi substitutes green papaya for a Thai-inspired salad tossed with candied shrimp, poached chicken, and plenty of fresh herbs. Stuffed cabbage bears a Korean accent with tender chunks of slow-braised pork, tangy Napa cabbage kimchi, and crunchy sticky rice.",Fusion,"1401 N. Ashland Ave., Chicago 60622",37.0,IL,4.5,42,2,4,0,0,37.0,60622
Beatrix,0.0,"From a spartan façade to an industrial décor, Beatrix is the epitome of cool. Then consider its many meal options, popular tunes, and trendy scene rife with hotel guests from the adjacent Aloft, and know why it's jamming. Servers don stylish hairdos and tattoos to match the vibe while attending to the giant room scattered with seats and a coffee bar dispensing excellent local brews. Meanwhile, the menu veers from creative to quirky with pleasing results. A spring pea soup highlights aroma, flavor, and texture when shot with mint, ricotta, and croutons. Salads may headline, but mains like roasted chili- and chocolate-glazed salmon are a smoky surprise. End with the apple strudel flavored with caramelized brown sugar-it's big in size and faultless in flavor.",International,"519 N Clark St., Chicago 60654",37.0,IL,4.4,193,2,2,0,0,37.0,60654
Tre Soldi,0.0,"Set a few steps above street level, Tre Soldi's tomato-red awning and floor-to-ceiling windows beckon Michigan Avenue shoppers and business lunchers. Inside, splashes of red-and-white allude subtly to those classic red-sauce joints complete with checkered tablecloths, but glossy ceramic-tiled columns and Italian stone floors up the ante. Rome and its surroundings inspire the menu and all-Italian wine list. Local Slagel Family Farm's beef becomes carpaccio, shingled on the plate and drizzled with tangy mustard aïoli, fresh parsley, and celery leaves. Thin-crust pizzas strewn with quality ingredients like cavolo nero, featuring caramelized onions and pecorino, are large enough to share. Finish with dark chocolate-hazelnut tarts, perfectly balanced by apricot jam.",Italian,"212 E. Ohio St., Chicago 60611",37.0,IL,4.2,53,2,54,0,0,37.0,60611
La Sirena Clandestina,0.0,"A relaxing Caribbean vibe breezes its way northward to Fulton Market and settles within La Sirena Clandestina's aquamarine walls. Languidly spinning fans, light filtered through antique etched glass panels, and an international selection of sippable rum and mezcal all conspire to bring guests' blood pressure down a notch or two. Baked empanadas rotate through a series of fillings, but these popular pockets never leave the menu. Whether stuffed with venison ragù or ricotta, hazelnut, and butternut squash, they're all exceptional. Handfuls of Manchego add decadence to plump bomba rice studded with fiery pickled jalapeño rings, toasted pepitas, and buttery white corn. Classic alfajore shortbreads filled with dulce de leche and sea salt are a memorable send-off.",Latin American,"954 W. Fulton Market, Chicago 60607",37.0,IL,4.3,57,2,16,0,0,37.0,60607
County,0.0,"As its name implies, this urban 'cue joint celebrates barbecue in all its lip-smacking regional varieties. A flannel-lined wall stretches behind wooden tables set with an array of sauces for sampling, and beer and Bourbon take precedence on the drinks menu. Ensuring that no barbecue briquette goes unturned, the menu's spice rubs, brines, and smoking methods honor the regional styles of the Carolinas, west Texas, Kansas City, and Memphis. Take a gander at the nightly ""smokin' specials"" or choose from an already impressive lineup of slow-smoked ribs, wings, and other tasty bits. For extra impact, add a pile of tender pulled pork to a smoked bacon and fried green tomato sandwich-and order a slice of sensationally sweet pecan pie from Scafuri Bakery for dessert.",Barbecue,"1352 W. Taylor St., Chicago 60607",18.5,IL,4.3,73,1,12,0,0,27.75,60607
NEXT,0.0,"Welcome to dinner as theater, where the only thing more radical than each new theme is the success (or failure) of the cuisine. Next's conceit is reinvention. It may begin the year as, say, a culinary homage to French ""Bistro"" cooking with hit-or-miss fare that does little to underscore the kitchen's strengths. The long, dark, windowless room reflects that theme with a smattering of typical trappings, like chalkboard specials on the wall and little ceramic roosters on the table. Some concepts may be rooted in regional innovation, offering an array of Spanish ""Tapas."" Months later, the chefs may craft small plates with an eye on wine and global ""Terrior."" This is a very unique place with an adept and dexterous kitchen, but the experience just isn't for everyone.",Contemporary,"953 W Fulton Market, Chicago 60607",112.5,IL,4.8,73,4,52,0,0,87.25,60607
Joe &amp; MissesDoe,0.0,"Chef Joe and Jill Doe have revamped their earnest establishment with a tweaked menu and pared down interior look. Gone are the knickknacks that were previously sprinkled throughout this small room, which now seats about 30 at a single row of tables and long bar counter. From his station in the open kitchen, the chef gives American cuisine a creative re-working. Broccoli meets skordalia in an appetizer of caramelized florets dressed with grated pecorino, sliced almonds, pistachios, and toasted garlic. Beef brisket is slow-braised then griddled, and plated with house-made steak sauce and spicy radish chow-chow. A sundae of chocolate chip banana bread with vanilla ice cream and bananas Foster sauce is yet another example of this enjoyable hybrid cuisine.",Contemporary,"45 E. 1st St., New York 10003",37.0,NY,3.9,51,1,2,0,0,37.0,10003
East 12th Osteria,0.0,"On the one hand, this is a straightforward little corner trattoria. On the other, Chef Roberto Deiaco's exciting cooking is a delicious presentation of Italian tastes and technique. The front of house is run by the chef's wife, who lends a personal and intimate air that's hard to fake and increasingly rare. The room glows with good vibes that radiate across the hardwood floor, marble bar, and tin ceiling. Contemporary highlights accent the Northern Italian-focused menu of fritto di mare neatly piling hot and delicately crisp calamari, red mullet, jumbo shrimp and a zucchini blossom. Tagliolini all'uovo is twirled with basil pesto, ricotta salata, and black truffle; and slowly braised veal cheeks are coddled with pinot bianco gremolata sauce and polenta.",Italian,"197 First Ave., New York 10003",37.0,NY,4.2,17,3,54,0,0,37.0,10003
Pagani,0.0,"With witty cocktails, cured meats, and rustico nuovo décor, Pagani brings an extra dose of Italian charm to Bleecker Street, and a good one at that. Flauting a vibrant scene of locals guzzling indigenous Italian wines and Averna-steeped drinks, this brainchild of Massimo Lusardi targets a younger brood where authenticity and creativity go hand-in-hand. His family may own several other restaurants, but sizeable portions of house-made pasta with updated embellishments (think: montasio cheese topping a decadent ragù of veal and pork) highlight balance and excellence. Just as veal shoulder arrives unbelievably fragrant and tender with herb-rubbed, toasted bread; rigatoni with braised rabbit and sweet carrots feel like a match made in culinary heaven.",Italian,"289 Bleecker St., New York 10014",37.0,NY,4.1,36,2,54,0,0,37.0,10014
Armani Ristorante,0.0,"At Giorgio Armani's Fifth Avenue restaurant what you're wearing is as important as what you're eating. Overlooking the famous street, models serve as (distracted) staff members and bartenders are pure showstoppers-to no one's surprise. Would you expect anything less of the man whose luxurious Armani Casa furniture lines the space? His streamlined and modern aesthetic prevails, right down to the glistening, ruby-red tuna tartare. Each cube cut by hand, the sea-fresh fish rolls in truffle oil and chives with briny sea beans and trout roe for a fantastic play on texture. Equally precise, the pan-seared spring flounder is infused with a coriander reduction, fresh porcini, and fennel with an airy foam that looks so good it may as well be Photoshopped.",Italian,"717 5th Ave., New York 10022",62.0,NY,4.5,17,4,54,0,0,112.5,10022
Emilio's Ballato,0.0,"This unassuming Houston St. standard is an unsung hero, even if many walk past Emilio's gold- and red-etched window and write it off as some run-of-the-mill red sauce joint. Step inside the narrow, weathered space, where owner Emilio Vitolo offers each guest a personal welcome and a genuine Italian-American experience. The menu is filled with pasta classics like Roman cacio e pepe, tossed with sharp pecorino cheese and freshly ground black pepper. Signature specialties include pollo Emilio, a delicately breaded chicken cutlet draped in lemon-caper sauce; and plump clams oreganata speckled with garlicky breadcrumbs. Crisp cannoli shells filled with vanilla- and cinnamon-tinged ricotta cream rival any other version found from Palermo to Siracusa.",Italian,"55 E. Houston St., New York 10012",37.0,NY,4.7,54,3,54,0,0,37.0,10012
Khe-Yo,0.0,"This Laotian hot spot serves up vibrant family-style plates brimming with tart and spicy notes that pack a punch-make that a Bang Bang, actually, as in the house sauce of mixed chilies, cilantro, fish sauce, and garlic served to diners as a welcome along with a basket of sticky rice. The food is worth braving the wait and decibel levels, so sip a craft brew or cocktail before digging in. Start with a plate of wide rice noodles and bits of slow-cooked pork in a coconut-rich yellow curry garnished with herbs, bean sprouts, and slivered banana blossom. Banana leaf-steamed red snapper is another beautifully prepared item, served with crisped artichoke hearts, Chinese broccoli, and more of that sauce. Bright and bitter grapefruit sorbet is a fitting finish.",Asian,"157 Duane St., New York 10013",37.0,NY,4.5,58,2,61,0,0,37.0,10013
