name,stars,review,cooking_type,address,usd_avg,State,rev,price
Bub City,0.0,"Bub City isn't as far south as Nashville or Memphis, but the country music vibe comes through just the same at this barbecue- and booze-focused hang. Two bars flank the main stage that hosts nightly live entertainment. One bar is a shrine to over 100 varieties of whiskey, and the other to beer-easily identified by the American flag made from empty cans stacked behind its counter. Along with the extensive lineup of traditional smoked brisket, ribs, and fried chicken, a raw bar brings chilled seafood refreshment before spicy cheese-stuffed Texas Torpedoes and loaded hot link sandwiches. A bowl of Smokie's chili arrives with a kick from sliced jalapeño, but the caddy of barbecue and hot sauces on each table lets heat fiends intensify the seasoning.",Barbecue,"435 N. Clark St., Chicago 60654",37.0,IL,"4.0
175 Google reviews",$$ · Barbecue Restaurant
The Lobby,0.0,"You can't say you weren't warned. The Peninsula people sensibly realized that honesty was best when naming this vast space which looks remarkably like...a lobby. At least the friendly staff manages to wrestle back some control, and you know your conversation won't be overheard-because there aren't any tables near you. So why the recommendation? Because the food is very good. The lunch menu doesn't really get past lobster rolls and chicken legs, but at night the kitchen's innate skill is very much in evidence. Dishes are good-looking, but also have depth and ingredients are of irreproachable quality. Flavors marry well and there are intriguing touches of originality but never at the expense of the overall balance of the dish.",Contemporary,"108 E. Superior St., Chicago 60611",62.0,IL,"4.1
20 Google reviews",$$$ · American Restaurant
bellyQ,0.0,"This end of West Randolph Street might be quiet, but it's always a party inside bellyQ. The volume and energy are high throughout the lofty, concrete-heavy space with tabletop hibachi booths and industrial metal seating. A wall-length horse-themed screen separates the restaurant from casual sister spot Urban Belly, which shares the open kitchen. As imagined by prolific Chef/owner Bill Kim, the Asian barbecue experience at BellyQ takes its form in a number of genre-melding shareable plates. A side of bibimbap-style sticky rice is crunchy and tender, tossed with glistening slices of Chinese sausage and generously sprinkled with togarashi. Chewy chunks of brownie in vanilla soft-serve are drizzled with caramel-balsamic-soy ""Seoul sauce"" for a savory twist.",Asian,"1400 W. Randolph St., Chicago 60607",37.0,IL,"4.3
108 Google reviews",$$ · Asian Restaurant
Embeya,0.0,"Floor-to-ceiling windows put Embeya's industrial interior on display, letting passersby soak up its intriguing sculptural elements and Asian-inspired decor. Inside, blown-glass bouquets of light fixtures hang above communal tables, and wooden screens in intricate cutout patterns divide the lofty, airy dining room and open kitchen, where Chef Mike Sheerin and his team whip up enticing Pan-Asian fare. The affordable lunch menu features dishes like carrot salad with shaved country ham, an assertively spicy togarashi dressing, and a swipe of yuzu curd; or udon in a thickened broth with diced tofu and seasonal vegetables. Dinner entrées display more ambition, as in poached halibut with coconut, hearts of palm, and mint fumet.",Fusion,"564 W. Randolph St., Chicago 60661",37.0,IL,"4.5
44 Google reviews",$$$ · Thai Restaurant
Grace,3.0,"Ask a passing foodie to name one of Chicago's most elegant and sophisticated restaurants and they'll probably say Grace. This room is as handsome as it is urbane and provides a supremely comfortable environment for those spending an evening discovering the culinary wizardry of Curtis Duffy. You'll be presented with a choice between two seasonally changing menus: ""Fauna"" or, for vegetarians, ""Flora."" Opt for the wine pairings and you're done on the decision making for the night. Trying to keep track of the ingredients of each dish will nullify the benefit of the wine, so instead just marvel at the clever presentation and dig in-because taste is what this food is all about. The dishes are intricate and elaborately constructed, with herbs playing an integral part rather than merely being a garnish. Occasionally your taste buds will get a little slap, perhaps with the odd Thai or Vietnamese flavor, and the courses will fly by. This style of cooking is very labor-intensive and if you want to learn more, then take advantage of their offer of a post-prandial kitchen tour.",Contemporary,"652 W. Randolph St., Chicago 60661",112.5,IL,"4.6
41 Google reviews",$$$$ · New American Restaurant
Little Goat Diner,0.0,"Every Chicago neighborhood needs a good diner and in the booming West Loop, this enthusiastic homage to the reliable road trip stopover fits in perfectly. The décor gives a wink and a nod to classic design with retro booths, spinning chrome barstools, and blue-rimmed plates, but the top-quality materials keep it on the modern side. A morning-to-night menu of amped-up diner favorites can be had no matter the hour: craving a shrimp cocktail at 7:00 A.M.? Five jumbo fried shrimp wrapped in somen noodles are ready to go. The Goat Almighty burger lives up to its name with fatty beef brisket, saucy pulled pork, and a ground goat patty. Before hitting the road, grab a cup of Stumptown-and maybe a s'mores cookie-from LG Bread, the next-door bakery and coffee bar.",American,"820 W. Randolph St., Chicago 60607",37.0,IL,None,None
Nando Milano Trattoria,0.0,"A corner bar television constantly tuned to (European) football, vintage aperitivo posters, and a welcoming patio tailor-made for afternoon glasses of prosecco: charismatic host Dario Vullo has installed his own little slice of Milan in Wicker Park. The chic trattoria offers an intensely Italian menu and wine list to match the authentic accents of Vullo and family. A trio of arancini are playfully prepared, with each rice ball sporting a unique shape-sphere, triangle, and cube-to denote a special filling like Bolognese ragù and smoked mozzarella; or mascarpone and spinach. House-made pastas like beet gnocchi in saffron sauce steal the show from equally flavorful and fresh focaccia sandwiches layered with creamy burrata and Prosciutto di Parma.",Italian,"2114 W. Division St., Chicago 60622",37.0,IL,"4.4
30 Google reviews",Italian Restaurant
Fat Rice,0.0,"Not familiar with the food of Macau? Not to worry-Fat Rice turns the uninitiated into believers nightly. A wooden pergola shelters hardy souls braving the infamous wait for a table. Bar seating around the open kitchen gives a bird's-eye view of the mélange of ingredients used in each dish, though servers are happy to walk any guest through the intoxicating mashup of Portuguese and Asian cuisine. Sharing is recommended for platters like the namesake arroz gordo, a paella-esque blend of meat, shellfish, and pickles. Pillowy bread sops up chunky olive-and-bacalhau spread in a pool of verdant olive oil. Shredded dried pork and fried shallots are intriguing but successful dessert components, when paired with salted caramel, sesame and crispy rice.",Asian,"2957 W. Diversey Ave., Chicago 60647",37.0,IL,"4.5
79 Google reviews",$$ · Southeast Asian Restaurant
Parson's Chicken &amp; Fish,0.0,"For the young professionals and new families of gentrifying Logan Square, Parson's Chicken & Fish is a lively but low-key hangout that hits all the bases. It's equally appropriate for a midday snack with the kids or late-night munchies run, and the stay-and-play vibe extends to on-site activities like a winter ice skating rink or summer ping pong tables. As per the name, poultry and piscine offerings are house specialties, with signature golden-fried chicken (and equally popular Negroni slushies) on many tables. An aïoli-smeared brioche bun holds a piping-hot fillet of beer-battered fish topped with crisp slaw and house hot sauce. Dessert isn't made in house, but no matter; neighboring Bang Bang Pie Shop provides daily slices of sweetness.",American,"2952 W. Armitage Ave., Chicago 60647",37.0,IL,"4.3
205 Google reviews",$ · Chicken Restaurant
"Table, Donkey and Stick",0.0,"When American comfort food just won't suffice, look to Table, Donkey and Stick for a helping of cozy Alpine fare. The rustic inn-inspired setting reflects its reputation as a gathering place where friends meet at the inviting bar or settle in at communal tables for whimsical, creative compositions. Though the food is European-influenced, ingredients from local farms make their way into many dishes. Caraway seeds spice up duck meatballs nestled among springy egg noodles with dehydrated sauerkraut and shaved salted egg yolk, and honeycomb tripe wins new fans when fried to a crisp and topped with house-made giardiniera. For a sweet take on the traditional baked good, try the pretzel-shaped puff pastry sprinkled with candied mustard seeds.",Austrian,"2728 W. Armitage Ave., Chicago 60647",37.0,IL,"4.4
66 Google reviews",$$ · Eclectic Restaurant
Bar Pastoral,0.0,"When Wrigleyville denizens want to say cheese, they head to Bar Pastoral, the rustic bistro companion to an artisan cheese and wine shop. Subtly styled like a cave for aging, the restaurant's barrel-vaulted ceilings and exposed brick walls evoke intimacy. A glossy half-moon bar, marble-topped cheese counter, and rustic wood tables inlaid with wooden wine box details let guests gather and sample. As expected, many dishes feature cheese, though shareable plates run from house-made charcuterie to bone-in pork chops. Thick slices of bacon-wrapped country pâté are generously studded with pistachios. A succinct wine list offers a number of by-the-glass selections for pairing with cheese-such as the raw cow's milk Kentucky Rose served with caramelized onion chutney.",International,"2947 N. Broadway, Chicago 60657",37.0,IL,"4.4
21 Google reviews",$ · American Restaurant
The Boarding House,0.0,"The long-awaited passion project from Chicago master sommelier Alpana Singh, The Boarding House has thrown its doors open to four floors of grandeur. The impressively shimmering wine glass clusters dangling in the first floor bar lead way to the upper dining room, which pulls out all the stops by virtue of its arched, mullioned windows and an installation made from more than 4,000 green wine bottles. Small and larger plates make sharing an appealing proposition. House-made tagliolini ribbons tossed with fresh peas, mint, and pickled ramps are bright and zesty. Garlic lovers use crispy chicken thighs to sop up every last bit of aromatic green-garlic pistou. Scoops of sour cherry gelée and merlot-chocolate chip ice cream crown rich brownies for dessert.",International,"720 N. Wells St., Chicago 60654",37.0,IL,"4.3
52 Google reviews",$$$ · New American Restaurant
