name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Duende,0,"Savor the flavors and sounds of Spain at this novel restaurant in developing Uptown Oakland, where Chef/owner Paul Canales turns out everything from pintxos to paella. The voluminous bi-level space set in the historic Floral Depot is packed with large windows, exposed brick, and colorful murals which contribute a fun vibe attracting groups of hip, urban types. The food is authentic with seasonal accents and has included rabbit and lobster sausage with blistered Padr�_n peppers; and seafood-studded arroz negro, thick with rockfish, scallops, cherry tomatoes, and garlic a��oli. The crowd is loud and festive, especially when one of the rotating local musicians hits the stage for a set. Like the food and ambience, the music lends Duende a casual, warm energy.",Spanish,"468 19th St., Oakland 94612",62,CA,4.1,$$$,Spanish
Barrel House Tavern,0,"The former San Francisco-Sausalito ferry terminal has found new life as this lovely Californian restaurant, which gets its name from its barrel-like arched wood ceiling. A front lounge with a crackling fireplace and well-stocked bar is popular with locals, while tourists can't resist the expansive dining room and back deck, which boasts spectacular views of the Bay. The cocktail and wine offerings are strong, as is the house-made soda program, which produces intriguing, never-too-sweet combinations like yellow peach, basil, and ginger. These pair beautifully with meaty Dungeness crab sliders coupled with watermelon-jicama slaw; though they might be too tasty to keep around by the time grilled swordfish and pork belly with white beans hit the table.",Californian,"660 Bridgeway, Sausalito 94965",37,CA,,,
Fey,0,"""Glitzy"" isn't a word commonly used to describe Sichuan restaurants, but with its glamorous chandeliers and metallic wall art, Fey's interior is exactly that. The crowd follows suit, with Chinese investors conducting big negotiations alongside families dressed to the nines. Though Westernized food is on offer, diners who order Sichuan dishes-like wok-fried Chongqing chicken buried under piles of dried chilies, or chili oil-drenched mapo tofu topped with ground pork-are rewarded with exceptional service and traditional spice. Ease the burn with hot black tea, then dive back into cold wheat noodles tossed with pork, cucumber, ground peanuts, and more chili oil, before heading to your car in the lot out back (an asset on this busy stretch of El Camino).",Chinese,"1368 El Camino Real, Menlo Park 94025",37,CA,,,
Tanto,0,"Lone rangers on tech-office lunch breaks pack this strip-mall Japanese spot, whose crowded parking lot belies its unimpressive fa̤ade. Waits are inevitable, but it's worth it to sit down to a steaming bowl of simple and flavorful udon. Indeed, all the standards are rendered beautifully here, from crisp vegetable tempura to tender, flaky grilled unagi set atop freshly steamed rice. Tanto's menu expands a bit at dinner, bringing more grilled items and izakaya-style small plates. Pristine sushi and sashimi like albacore with ponzu are also a strong pick. You'll likely be seated at one of the closely-spaced dining room tables, but the occasional stroke of luck might land you in one of the curtained, semi-private alcoves popular with business diners.",Japanese,"1063 E. El Camino Real, Sunnyvale 94087",37,CA,,,
Lolinda,0,"Equal parts contemporary steakhouse and small plates spot, Argentine-inspired Lolinda is fun and sexy, loaded with twenty- and thirty-somethings gabbing over cocktails and sips of malbec. The soaring dining room with its wagon-wheel chandeliers and tufted-leather banquettes leads to a bustling second-floor mezzanine; whereas El Techo, a heated and more casual roof deck, offers sweeping views of the skyline. Sharing is encouraged and groups can be found divvying up plates of silky ono ceviche, flaky chicken empanadas, or sweet, caramelized pork belly. Bull sculptures and murals remind diners that the chargrilled steak or crosscut beef short ribs with chimichurri are must-orders-tender and smoky, they'll transport you to Buenos Aires in a flash.",Argentinian,"2518 Mission St., San Francisco 94110",37,CA,4.6,$$$,Argentinian
Mason Pacific,0,"Since its debut in 2013, this smart American bistro is the darling of Nob Hill with swarms of Teslas and Maseratis lining up at the valet station. The stylish occupants, from tech millionaires to white-haired society matrons, stream into the light-filled dining room where they angle for a seat at the semi-private banquette facing the street or in the front room at the marble bar. The menu is prepared with skill and top-notch ingredients, and includes a note-perfect fried chicken and caramelized Alaskan halibut with grated cauliflower and peperoncini. The burger, served on a pretzel bun with smoked tomato, is also a terrific choice. And while the friendly, smartly attired staff keeps the handful of tables moving, reservations are still a must.",American,"1358 Mason St., San Francisco 94133",37,CA,4.4,$$,Bistro
La Ciccia,0,"Sardinian cuisine takes the spotlight at this family-run charmer, which draws a loyal crowd of Noe Valley regulars-particularly parents on a well-earned date night. The intimate, dark green dining room is always full, and nestled right up against the kitchen, from which the chef regularly pops out to greet guests in a blend of Italianenglish. Start with the house-made bread and the home-cured salumi of the day (think citron-studded mortadella). The pasta longa with cured tuna heart slivers twirls fresh, delicious linguini with sea urchin and tomato, and an entr̩e of stewed goat is gamey but tender, served alongside braised cabbage, black olives, and fried capers. For a pleasant conclusion, cap it all off with the fluffy and airy ricotta-saffron cake.",Italian,"291 30th St., San Francisco 94131",37,CA,,,
Mama Ji's,0,"Dim sum options outside of Chinatown and the Avenues are rare, which explains why this cute little Cantonese spot has become a Castro favorite in its first year. While the crowd is more local than Chinese, the bilingual menu is nonetheless full of authentic preparations, from the tender and flavorful xiao long bao to meltingly soft tofu topped with steaming shrimp in a soy-ginger broth. Service is basic but very friendly, and the simple, mini space is full of natural light from the quiet tree-lined street outside. Large groups should head elsewhere; but smaller ones will delight in sharing chewy, spicy cold noodles loaded with vegetables and chili paste, or roasted eggplant stuffed with gingery shrimp-especially at these prices.",Chinese,"4416 18th St., San Francisco 94114",18.5,CA,,,
Alta CA,0,"Though this hip techie gathering place is relaxed at lunch-it wouldn't be uncommon to see diners pecking away at their laptops-it's the place to be after work. There, in the shadow of the Twitter building across the street and beneath a massive floor-to-ceiling shelf loaded with bottles, sharply attired CEOs and hoodied engineers congregate for cocktails at the triangular bar. The Eastern European-influenced menu kicks off with drinking snacks like wispy, savory beef tendon puffs, then moves into hearty plates like pierogies, beef stroganoff, and house-cured pastrami stuffed inside soft, chewy bialys. And when it comes to dessert, even the most plugged-in programmers will put away their iPhones for a bite of the creamy lemon and poppy seed sundae.",Californian,"1420 Market St., San Francisco 94102",37,CA,,,
Brenda's,0,"Big portions and even bigger flavors are the draw at this taste of New Orleans, helmed by Louisiana-bred Chef/owner Brenda Buenviaje. Chicken ̩touff̩e offers a smoky, dark roux packed with vegetables, while a flawless muffuletta is packed with savory meat, provolone, and spicy olive salad (it's great with an ice-cold Abita beer). Sweet and salty golden beignets, filled with cheesy crawfish or molten Ghirardelli chocolate, could be a meal on their own. The Tenderloin address is rough around the edges, but Brenda's interior is quite lovely, with a light-filled dining room, bright murals, and high ceilings. Count on a wait here now that the secret is out, particularly at lunch and brunch. Or, check out the equally delicious sequel, Brenda's Meat & Three.",Southern,"652 Polk St., San Francisco 94102",37,CA,,,
1760,0,"The Acquerello team further enriches Nob Hill's dining-scape with the arrival of this darling and rousing adjunct to their upscale destination a block away. Awash in shades of grey, the dusky space closely seats a hip crowd, rife with bonhomie. Creative plates that progress from lightest to heartiest start off with bracing tastes of hamachi crudo seasoned with diced Satsuma, sriracha meringues, and bulgogi vinaigrette. The unorthodox rendition of steak tartare is composed of zesty Thai-spiced dressing and a swipe of buttery Marcona almond pur̩e. The carte goes on to reveal maccheroni tossed with a bright serrrano chili pesto and sweet Dungeness crab. The fried duck sandwich graced by slaw and pickles has become a house specialty.",Contemporary,"1760 Polk St., San Francisco 94109",62,CA,4.3,$$$,New
